จังหวัด,เขต,อำเภอ,ตำบล,flag,optional
สงขลา,6,คลองหอยโข่ง,,,
สงขลา,7,นาทวี,,,
สงขลา,7,สะบ้าย้อย,,,
สงขลา,7,เทพา,ลำไพล,เฉพาะ,
สงขลา,8,จะนะ,บ้านนา,เฉพาะ,
สงขลา,8,จะนะ,ป่าชิง,เฉพาะ,
สงขลา,8,จะนะ,สะพานไม้แก่น,เฉพาะ,
สงขลา,8,จะนะ,สะกอม,เฉพาะ,
สงขลา,8,จะนะ,นาหว้า,เฉพาะ,
สงขลา,8,จะนะ,น้ำขาว,เฉพาะ,
สงขลา,8,จะนะ,ขุนตัดหวาย,เฉพาะ,
สงขลา,8,จะนะ,ท่าหมอไทร,เฉพาะ,
สงขลา,8,จะนะ,คู,เฉพาะ,
สงขลา,8,จะนะ,แค,เฉพาะ,
สงขลา,8,จะนะ,ตลิ่งชัน,เฉพาะ,
สงขลา,8,เทพา,เทพา,เฉพาะ,
สงขลา,8,เทพา,ปากบาง,เฉพาะ,
สงขลา,8,เทพา,เกาะสะบ้า,เฉพาะ,
สงขลา,8,เทพา,ท่าม่วง,เฉพาะ,
สงขลา,8,เทพา,วังใหญ่,เฉพาะ,
สงขลา,8,เทพา,สะกอม,เฉพาะ,
สงขลา,9,บางกล่ำ,,,
สงขลา,9,หาดใหญ่,คลองแห,เฉพาะ,
สงขลา,9,หาดใหญ่,ควนลัง,เฉพาะ,
สงขลา,9,หาดใหญ่,ฉลุง,เฉพาะ,
สงขลา,9,หาดใหญ่,ทุ่งตำเสา,เฉพาะ,
สงขลา,9,หาดใหญ่,คูเต่า,เฉพาะ,
ชลบุรี,1,เมืองชลบุรี,แสนสุข,เฉพาะ,
ชลบุรี,1,เมืองชลบุรี,เหมือง,เฉพาะ,
ชลบุรี,1,เมืองชลบุรี,ห้วยกะปิ,เฉพาะ,
ชลบุรี,1,เมืองชลบุรี,บ้านปึก,เฉพาะ,
ชลบุรี,1,เมืองชลบุรี,เสม็ด,เฉพาะ,
ชลบุรี,1,เมืองชลบุรี,อ่างศิลา,เฉพาะ,
ชลบุรี,1,เมืองชลบุรี,หนองข้างคอก,เฉพาะ,
ชลบุรี,1,เมืองชลบุรี,หนองรี,เฉพาะ,
ชลบุรี,2,เมืองชลบุรี,บางทราย,เฉพาะ,
ชลบุรี,2,เมืองชลบุรี,บ้านโขด,เฉพาะ,
ชลบุรี,2,เมืองชลบุรี,มะขามหย่ง,เฉพาะ,
ชลบุรี,2,เมืองชลบุรี,บางปลาสร้อย,เฉพาะ,
ชลบุรี,2,เมืองชลบุรี,บ้านสวน,เฉพาะ,
ชลบุรี,2,เมืองชลบุรี,นาป่า,เฉพาะ,
ชลบุรี,3,เมืองชลบุรี,คลองตำหรุ,เฉพาะ,
ชลบุรี,3,เมืองชลบุรี,หนองไม้แดง,เฉพาะ,
ชลบุรี,3,เมืองชลบุรี,ดอนหัวฬ่อ,เฉพาะ,
ชลบุรี,3,เมืองชลบุรี,สำนักบก,เฉพาะ,
ชลบุรี,3,พานทอง,,,
ชลบุรี,3,บ้านบึง,หนองซ้ำซาก,เฉพาะ,
ชลบุรี,3,บ้านบึง,มาบไผ่,เฉพาะ,
ชลบุรี,3,บ้านบึง,หนองบอนแดง,เฉพาะ,
ชลบุรี,3,บ้านบึง,หนองชาก,เฉพาะ,
ชลบุรี,4,บ้านบึง,หนองซ้ำซาก,ยกเว้น,
ชลบุรี,4,บ้านบึง,มาบไผ่,ยกเว้น,
ชลบุรี,4,บ้านบึง,หนองบอนแดง,ยกเว้น,
ชลบุรี,4,บ้านบึง,หนองชาก,ยกเว้น,
ชลบุรี,4,บ่อทอง,,,
ชลบุรี,4,หนองใหญ่,,,
ชลบุรี,5,พนัสนิคม,,,
ชลบุรี,5,เกาะจันทร์,,,
ชลบุรี,6,ศรีราชา,บางพระ,เฉพาะ,
ชลบุรี,6,ศรีราชา,ศรีราชา,เฉพาะ,
ชลบุรี,6,ศรีราชา,สุรศักดิ์,เฉพาะ,
ชลบุรี,6,ศรีราชา,ทุ่งสุขลา,เฉพาะ,
ชลบุรี,6,เกาะสีชัง,,,
ชลบุรี,7,ศรีราชา,บางพระ,ยกเว้น,
ชลบุรี,7,ศรีราชา,ศรีราชา,ยกเว้น,
ชลบุรี,7,ศรีราชา,สุรศักดิ์,ยกเว้น,
ชลบุรี,7,ศรีราชา,ทุ่งสุขลา,ยกเว้น,
ชลบุรี,8,บางละมุง,บางละมุง,เฉพาะ,
ชลบุรี,8,บางละมุง,นาเกลือ,เฉพาะ,
ชลบุรี,8,บางละมุง,หนองปลาไหล,เฉพาะ,
ชลบุรี,8,บางละมุง,ตะเคียนเตี้ย,เฉพาะ,
ชลบุรี,8,บางละมุง,เขาไม้แก้ว,เฉพาะ,
ชลบุรี,8,บางละมุง,โป่ง,เฉพาะ,
ชลบุรี,8,บางละมุง,ห้วยใหญ่,เฉพาะ,
ชลบุรี,9,บางละมุง,บางละมุง,ยกเว้น,
ชลบุรี,9,บางละมุง,นาเกลือ,ยกเว้น,
ชลบุรี,9,บางละมุง,หนองปลาไหล,ยกเว้น,
ชลบุรี,9,บางละมุง,ตะเคียนเตี้ย,ยกเว้น,
ชลบุรี,9,บางละมุง,เขาไม้แก้ว,ยกเว้น,
ชลบุรี,9,บางละมุง,โป่ง,ยกเว้น,
ชลบุรี,9,บางละมุง,ห้วยใหญ่,ยกเว้น,
ชลบุรี,10,สัตหีบ,,,
เชียงใหม่,1,เมืองเชียงใหม่,ช้างเผือก,เฉพาะ,
เชียงใหม่,1,เมืองเชียงใหม่,สันผีเสื้อ,เฉพาะ,
เชียงใหม่,1,เมืองเชียงใหม่,ป่าตัน,เฉพาะ,
เชียงใหม่,1,เมืองเชียงใหม่,ป่าแดด,เฉพาะ,
เชียงใหม่,1,เมืองเชียงใหม่,สุเทพ,เฉพาะ,
เชียงใหม่,1,เมืองเชียงใหม่,ช้างคลาน,เฉพาะ,
เชียงใหม่,1,เมืองเชียงใหม่,ช้างม่อย,เฉพาะ,
เชียงใหม่,1,เมืองเชียงใหม่,หายยา,เฉพาะ,
เชียงใหม่,1,เมืองเชียงใหม่,พระสิงห์,เฉพาะ,
เชียงใหม่,1,เมืองเชียงใหม่,ศรีภูมิ,เฉพาะ,
เชียงใหม่,1,เมืองเชียงใหม่,แม่เหียะ,เฉพาะ,
เชียงใหม่,1,เมืองเชียงใหม่,ฟ้าฮ่าม,เฉพาะ,
เชียงใหม่,2,สารภี,,,
เชียงใหม่,2,เมืองเชียงใหม่,หนองหอย,เฉพาะ,
เชียงใหม่,2,เมืองเชียงใหม่,ท่าศาลา,เฉพาะ,
เชียงใหม่,2,เมืองเชียงใหม่,หนองป่าครั่ง,เฉพาะ,
เชียงใหม่,2,เมืองเชียงใหม่,วัดเกต,เฉพาะ,
เชียงใหม่,2,สันกำแพง,บวกค้าง,เฉพาะ,
เชียงใหม่,2,สันกำแพง,สันกลาง,เฉพาะ,
เชียงใหม่,2,สันกำแพง,แช่ช้าง,เฉพาะ,
เชียงใหม่,3,ดอยสะเก็ด,,,
เชียงใหม่,3,แม่ออน,,,
เชียงใหม่,3,สันกำแพง,สันกำแพง,เฉพาะ,
เชียงใหม่,3,สันกำแพง,ร้องวัวแดง,เฉพาะ,
เชียงใหม่,3,สันกำแพง,ออนใต้,เฉพาะ,
เชียงใหม่,3,สันกำแพง,แม่ปูคา,เฉพาะ,
เชียงใหม่,3,สันกำแพง,ห้วยทราย,เฉพาะ,
เชียงใหม่,3,สันกำแพง,ทรายมูล,เฉพาะ,
เชียงใหม่,3,สันกำแพง,ต้นเปา,เฉพาะ,
เชียงใหม่,4,สันทราย,,,
เชียงใหม่,4,แม่ริม,ดอนแก้ว,เฉพาะ,
เชียงใหม่,4,แม่ริม,เหมืองแก้ว,เฉพาะ,
เชียงใหม่,4,แม่ริม,แม่สา,เฉพาะ,
เชียงใหม่,5,แม่แตง,,,
เชียงใหม่,5,สะเมิง,,,
เชียงใหม่,5,กัลยาณิวัฒนา,,,
เชียงใหม่,5,แม่ริม,ริมเหนือ,เฉพาะ,
